latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
22.79637,86.20131,315.4,0.42,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,296.5,3.1,N
22.79589,86.20538,311.3,0.42,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,296.4,3.1,N
22.79219,86.20074,342.1,0.42,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,297.2,3.1,N
22.79122,86.20895,307.8,0.42,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,296.2,2.6,N
22.80118,86.08809,309.1,0.43,0.46,2018-09-29,1930,N,VIIRS,n,1.0NRT,295.1,1.5,N
22.8007,86.09223,311.2,0.43,0.46,2018-09-29,1930,N,VIIRS,n,1.0NRT,296.3,1.9,N
22.78801,86.20015,311.9,0.42,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,297.1,4,N
22.37784,87.28317,307.3,0.54,0.42,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.6,1.1,N
22.2451,87.38961,310.7,0.53,0.42,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.7,1.1,N
22.0642,88.11908,327,0.49,0.4,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.6,2.3,N
22.05184,88.12677,309,0.48,0.4,2018-09-29,1930,N,VIIRS,n,1.0NRT,295.7,1.4,N
22.21173,84.8641,320.6,0.5,0.49,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.8,3.9,N
22.21062,84.87387,325.6,0.5,0.49,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.3,2.1,N
22.21008,84.87876,305.9,0.5,0.49,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.8,2.1,N
22.13089,85.41664,303.6,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.2,1,N
22.33269,82.6633,309.9,0.35,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.2,0.9,N
22.33236,82.66669,308.5,0.34,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.1,0.9,N
22.32747,82.66267,306.3,0.35,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.8,0.9,N
22.32713,82.66608,308.2,0.34,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.8,0.9,N
22.32579,82.67979,306.8,0.34,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.9,1.3,N
22.33391,82.54202,309,0.35,0.57,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,0.8,N
22.32931,82.53439,312.1,0.35,0.57,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.1,1.7,N
22.09796,84.37739,305.4,0.53,0.5,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,0.9,N
22.10011,84.37615,303.5,0.53,0.5,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.9,0.9,N
21.96914,85.31341,306.4,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,0.9,N
21.93088,85.22034,306.6,0.47,0.48,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.7,1.7,N
22.02832,83.75735,305.7,0.58,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.6,1.6,N
21.9826,83.23143,304.3,0.63,0.54,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.7,1.3,N
22.00373,82.66781,313.5,0.34,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.3,1.9,N
22.00339,82.67123,305.9,0.34,0.56,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.1,1,N
21.92619,83.33614,304.2,0.62,0.54,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.5,2.3,N
21.92556,83.34225,311.8,0.62,0.54,2018-09-29,1930,N,VIIRS,n,1.0NRT,295,2.3,N
21.91996,83.34769,309.3,0.62,0.54,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.5,2.3,N
21.91935,83.35374,310.1,0.62,0.54,2018-09-29,1930,N,VIIRS,n,1.0NRT,295.5,2.3,N
21.87887,83.55389,308.4,0.6,0.53,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.7,1.8,N
21.87727,83.55359,308.3,0.6,0.53,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.7,1.7,N
21.76769,84.02032,311.3,0.56,0.51,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.8,1.6,N
21.76154,83.85162,306.7,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,294,0.9,N
21.75732,83.84548,312.3,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,294,3.8,N
21.75673,83.85107,307.1,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.2,0.9,N
21.7477,83.84432,316.1,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.6,2.8,N
21.73865,83.83765,319.6,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.9,3.9,N
21.73877,83.84214,307.9,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.8,1.8,N
21.73396,83.84155,309.4,0.57,0.52,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.5,1.2,N
21.68283,84.04086,306.2,0.55,0.51,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.2,2.6,N
21.73087,82.21353,310.9,0.36,0.58,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.3,0.9,N
21.67055,82.07977,310.2,0.37,0.58,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.5,1.6,N
20.97106,86.00167,308.6,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.4,1.7,N
20.9655,86.01296,310,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.3,1.4,N
20.96231,86.00449,312.3,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,2.2,N
20.95298,86.04731,321.5,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,1,N
20.94887,86.04667,309.8,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,1,N
20.94288,86.06167,323.8,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.4,1.3,N
20.94335,86.05777,306.5,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.2,1.3,N
20.93877,86.06109,311.8,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.8,1.3,N
20.94146,86.05502,308.6,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,1.1,N
20.94097,86.05892,318,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.3,1.9,N
20.94048,86.06281,318.3,0.41,0.45,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.1,1.9,N
21.39075,81.64504,308.4,0.39,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.1,1.3,N
21.37637,81.67853,311.1,0.39,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.5,1.7,N
21.36534,81.67735,312.6,0.39,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.4,1.3,N
20.97859,85.14474,307.1,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,2.2,N
20.96418,85.19266,307.6,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,2.1,N
20.96187,85.17436,328.4,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.7,3.1,N
20.96135,85.17883,335.2,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.8,5.2,N
20.96084,85.18327,335.2,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.7,5.2,N
20.96238,85.16989,309,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.7,3.1,N
20.96033,85.1877,311.5,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.9,2.1,N
20.95699,85.17826,325.1,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.8,4,N
20.96317,85.12452,306.8,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.4,1.5,N
20.97017,85.02434,308.9,0.47,0.48,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.1,2.2,N
20.9588,85.12392,312.2,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.4,1.5,N
20.95623,85.1463,307.6,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292,1.5,N
20.95596,85.10988,311.1,0.46,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.8,1.7,N
20.86652,84.99461,316.8,0.47,0.48,2018-09-29,1930,N,VIIRS,n,1.0NRT,292,2,N
20.8627,84.99592,314.8,0.47,0.48,2018-09-29,1930,N,VIIRS,n,1.0NRT,291.9,1.5,N
20.79608,85.2539,326,0.45,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,2.4,N
20.79176,85.25328,315.6,0.45,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,2.4,N
20.78639,85.26136,321.8,0.45,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.6,2.9,N
20.78587,85.26572,307.1,0.45,0.47,2018-09-29,1930,N,VIIRS,n,1.0NRT,292.6,1.5,N
21.18713,81.39082,307.3,0.4,0.6,2018-09-29,1930,N,VIIRS,n,1.0NRT,293.2,2.8,N
21.1819,81.38622,306.1,0.4,0.6,2018-09-29,1930,N,VIIRS,n,1.0NRT,293,1.4,N
20.24108,86.60835,318.7,0.56,0.43,2018-09-29,1930,N,VIIRS,n,1.0NRT,294.5,1.1,N
17.69212,83.23914,309.3,0.55,0.51,2018-09-29,1930,N,VIIRS,n,1.0NRT,291.8,2.2,N
17.95253,80.76438,303.5,0.41,0.6,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.1,0.9,N
17.24337,81.10989,316.7,0.38,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,290.6,1,N
17.2423,81.11115,312.6,0.38,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,290.8,0.9,N
17.33512,77.48113,302.4,0.65,0.73,2018-09-29,1930,N,VIIRS,n,1.0NRT,286.7,1.4,N
15.17698,77.1024,302,0.66,0.73,2018-09-29,1930,N,VIIRS,n,1.0NRT,286.9,1.2,N
15.17791,76.65533,303.6,0.7,0.75,2018-09-29,1930,N,VIIRS,n,1.0NRT,288.1,3,N
15.0209,78.01179,303,0.57,0.69,2018-09-29,1930,N,VIIRS,n,1.0NRT,287.8,5,N
15.17295,76.65354,306.1,0.7,0.75,2018-09-29,1930,N,VIIRS,n,1.0NRT,288.1,4.7,N
15.17185,76.37462,303.7,0.73,0.76,2018-09-29,1930,N,VIIRS,n,1.0NRT,288.2,1.8,N
15.13907,76.71111,303,0.69,0.75,2018-09-29,1930,N,VIIRS,n,1.0NRT,287.7,1.3,N
14.60651,78.52224,307.7,0.52,0.67,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.2,1.8,N
14.58785,78.58002,305,0.52,0.66,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.1,1.2,N
13.33965,80.16003,310,0.39,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.6,0.5,N
13.33985,80.16161,305.3,0.39,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.5,0.7,N
13.16315,80.2826,307,0.38,0.59,2018-09-29,1930,N,VIIRS,n,1.0NRT,290,2,N
12.64238,79.69804,304.7,0.41,0.61,2018-09-29,1930,N,VIIRS,n,1.0NRT,289.7,0.5,N
24.68868,73.00357,306.5,0.4,0.44,2018-09-29,2112,N,VIIRS,n,1.0NRT,294.9,1.3,N
22.82757,76.01079,299.8,0.33,0.55,2018-09-29,2112,N,VIIRS,n,1.0NRT,285.8,0.5,N
21.3771,81.67911,300.8,0.79,0.78,2018-09-29,2112,N,VIIRS,n,1.0NRT,286.5,2.1,N
23.26369,70.25013,309.3,0.46,0.39,2018-09-29,2112,N,VIIRS,n,1.0NRT,297.3,1.6,N
23.42913,68.71262,318.2,0.41,0.37,2018-09-29,2112,N,VIIRS,n,1.0NRT,298,2.1,N
22.93936,69.69547,306.9,0.44,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.2,0.9,N
22.93861,69.69973,308,0.44,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.5,0.9,N
22.93435,69.70329,310.1,0.44,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.7,1,N
22.93159,69.6983,312.7,0.44,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.6,1.2,N
22.93083,69.70257,311.4,0.44,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.7,1.4,N
20.86815,79.29354,302.8,0.58,0.7,2018-09-29,2112,N,VIIRS,n,1.0NRT,290.8,1.9,N
22.4191,69.03958,306.7,0.42,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,295.7,1.2,N
22.41565,69.03888,324.7,0.42,0.38,2018-09-29,2112,N,VIIRS,n,1.0NRT,297.7,2.7,N
20.90978,71.45873,313.6,0.57,0.43,2018-09-29,2112,N,VIIRS,n,1.0NRT,296.2,2.1,N
20.83415,70.69353,304.8,0.52,0.42,2018-09-29,2112,N,VIIRS,n,1.0NRT,292.3,1.8,N
18.69791,73.04185,305.3,0.52,0.5,2018-09-29,2112,N,VIIRS,n,1.0NRT,289.4,1,N
18.69337,73.04086,308.1,0.52,0.5,2018-09-29,2112,N,VIIRS,n,1.0NRT,289.9,1,N
17.33174,77.48534,300.7,0.53,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.3,0.8,N
17.33304,77.48437,302.4,0.53,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.1,0.9,N
15.1786,77.10485,303.2,0.55,0.68,2018-09-29,2112,N,VIIRS,n,1.0NRT,287.6,1.7,N
15.17621,77.10377,304,0.55,0.68,2018-09-29,2112,N,VIIRS,n,1.0NRT,287.7,1.3,N
15.17424,76.65633,306.8,0.52,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,290,2.5,N
15.13741,76.70879,307.7,0.52,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.7,1.8,N
15.13637,76.71362,304.9,0.52,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.5,1.1,N
15.50327,74.92641,301.8,0.39,0.6,2018-09-29,2112,N,VIIRS,n,1.0NRT,290.1,1.4,N
15.5025,74.92711,303.2,0.39,0.6,2018-09-29,2112,N,VIIRS,n,1.0NRT,289.7,0.9,N
15.13714,76.71237,306.9,0.52,0.67,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.4,1.9,N
15.17558,76.37719,300.9,0.5,0.65,2018-09-29,2112,N,VIIRS,n,1.0NRT,285.6,1.7,N
15.65661,73.98897,303,0.34,0.56,2018-09-29,2112,N,VIIRS,n,1.0NRT,288.6,0.7,N
31.25108,76.92985,300.3,0.5,0.49,2018-09-29,2106,N,VIIRS,n,1.0NRT,288.2,0.8,N
30.88606,76.19211,302,0.47,0.47,2018-09-29,2106,N,VIIRS,n,1.0NRT,291.9,0.7,N
29.47818,76.8593,306.9,0.54,0.51,2018-09-29,2106,N,VIIRS,n,1.0NRT,293.7,1.4,N
29.47359,76.85796,309.7,0.54,0.51,2018-09-29,2106,N,VIIRS,n,1.0NRT,292.6,1.4,N
29.47624,76.85616,306.5,0.54,0.51,2018-09-29,2106,N,VIIRS,n,1.0NRT,292.6,1.5,N
29.47502,76.86171,312.8,0.54,0.51,2018-09-29,2106,N,VIIRS,n,1.0NRT,293.5,1.9,N
26.64343,79.48048,307,0.45,0.63,2018-09-29,2106,N,VIIRS,n,1.0NRT,292.6,1,N
26.64235,79.48492,308.4,0.45,0.63,2018-09-29,2106,N,VIIRS,n,1.0NRT,294.1,1,N
26.87652,73.51485,303.9,0.39,0.44,2018-09-29,2106,N,VIIRS,n,1.0NRT,293.3,1,N
26.64583,73.74319,305.2,0.41,0.45,2018-09-29,2106,N,VIIRS,n,1.0NRT,294.4,1,N
24.20285,82.71884,312.8,0.79,0.78,2018-09-29,2106,N,VIIRS,n,1.0NRT,291.1,4.8,N
24.20105,82.72548,301.6,0.79,0.78,2018-09-29,2106,N,VIIRS,n,1.0NRT,290.8,2.4,N
24.20262,82.7136,300.2,0.79,0.78,2018-09-29,2106,N,VIIRS,n,1.0NRT,290.2,3.7,N
24.20086,82.72018,305.7,0.79,0.78,2018-09-29,2106,N,VIIRS,n,1.0NRT,290.4,4.1,N
24.16106,82.55619,312.2,0.77,0.77,2018-09-29,2106,N,VIIRS,n,1.0NRT,290.8,3.1,N
24.16527,82.55565,304.6,0.77,0.77,2018-09-29,2106,N,VIIRS,n,1.0NRT,290.7,2.5,N
20.96078,85.18288,331,0.49,0.65,2018-09-30,0642,N,VIIRS,n,1.0NRT,294,10,D
20.95972,85.17818,335.6,0.5,0.65,2018-09-30,0642,N,VIIRS,n,1.0NRT,294.1,9.3,D
20.96207,85.18361,328.5,0.49,0.65,2018-09-30,0642,N,VIIRS,n,1.0NRT,293.9,8.2,D
20.96098,85.17892,337.8,0.49,0.65,2018-09-30,0642,N,VIIRS,n,1.0NRT,294,7,D
22.05441,88.12384,332,0.62,0.54,2018-09-30,0642,N,VIIRS,n,1.0NRT,303,5.4,D
22.78298,86.20289,335.9,0.39,0.59,2018-09-30,0642,N,VIIRS,n,1.0NRT,305.4,7.2,D
22.79543,86.20754,341.7,0.39,0.59,2018-09-30,0642,N,VIIRS,n,1.0NRT,303.6,5.8,D
22.79377,86.20004,331.6,0.39,0.59,2018-09-30,0642,N,VIIRS,l,1.0NRT,303.7,6,D
22.79292,86.19621,338.1,0.39,0.59,2018-09-30,0642,N,VIIRS,n,1.0NRT,304.3,4.7,D
23.72453,86.44289,339.6,0.36,0.58,2018-09-30,0642,N,VIIRS,n,1.0NRT,305.9,3.7,D
23.72375,86.4393,334.8,0.36,0.58,2018-09-30,0642,N,VIIRS,l,1.0NRT,304.9,3.7,D
23.75209,86.41728,352.4,0.36,0.58,2018-09-30,0642,N,VIIRS,n,1.0NRT,306.9,7.8,D
23.75162,86.42014,336.8,0.36,0.58,2018-09-30,0642,N,VIIRS,n,1.0NRT,305.4,3.2,D
23.75083,86.41663,346.1,0.36,0.58,2018-09-30,0642,N,VIIRS,n,1.0NRT,305.9,3.2,D
23.77909,86.39451,367,0.36,0.58,2018-09-30,0642,N,VIIRS,h,1.0NRT,308.9,12.3,D
23.77831,86.39098,343.3,0.36,0.58,2018-09-30,0642,N,VIIRS,n,1.0NRT,307.6,11.1,D
28.27458,80.1825,337.6,0.67,0.74,2018-09-30,0642,N,VIIRS,n,1.0NRT,298,5.3,D
11.43757,79.68947,337.9,0.43,0.46,2018-09-30,0818,N,VIIRS,n,1.0NRT,297.3,3.6,D
11.86894,78.12714,333,0.53,0.42,2018-09-30,0818,N,VIIRS,n,1.0NRT,296.8,2.3,D
12.10757,79.10921,336.2,0.4,0.44,2018-09-30,0818,N,VIIRS,n,1.0NRT,301.4,2.7,D
12.627,76.4929,331.4,0.44,0.39,2018-09-30,0818,N,VIIRS,n,1.0NRT,297.7,2.6,D
13.16145,80.28384,336,0.49,0.49,2018-09-30,0818,N,VIIRS,n,1.0NRT,298.5,4.1,D
14.03599,79.19667,347.2,0.43,0.46,2018-09-30,0818,N,VIIRS,n,1.0NRT,304.2,10.3,D
14.1736,79.83067,347.1,0.48,0.48,2018-09-30,0818,N,VIIRS,n,1.0NRT,298.6,4.1,D
14.66136,78.24478,331.3,0.39,0.44,2018-09-30,0818,N,VIIRS,l,1.0NRT,301.5,1,D
15.17796,76.66651,332.3,0.48,0.4,2018-09-30,0818,N,VIIRS,l,1.0NRT,304.1,5.9,D
15.17672,76.65755,344.2,0.48,0.4,2018-09-30,0818,N,VIIRS,n,1.0NRT,305,8.7,D
15.35268,76.1806,343.1,0.46,0.39,2018-09-30,0818,N,VIIRS,n,1.0NRT,303.9,3.6,D
15.90891,79.84087,334,0.5,0.49,2018-09-30,0818,N,VIIRS,n,1.0NRT,300.8,5.2,D
15.90993,79.84238,346.6,0.5,0.49,2018-09-30,0818,N,VIIRS,n,1.0NRT,301,7.3,D
15.8332,78.5651,331,0.42,0.45,2018-09-30,0818,N,VIIRS,n,1.0NRT,300.5,3.9,D
15.73013,77.73997,331.3,0.56,0.43,2018-09-30,0818,N,VIIRS,l,1.0NRT,301.5,5.9,D
15.50198,74.92313,330.4,0.41,0.37,2018-09-30,0818,N,VIIRS,l,1.0NRT,301,4.5,D
17.18581,78.451,334.1,0.43,0.46,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.9,2.4,D
17.19053,78.45453,334.3,0.43,0.46,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.9,7.1,D
17.19002,78.45046,331,0.43,0.46,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.5,2.4,D
17.75658,75.61599,337.3,0.46,0.39,2018-09-30,0824,N,VIIRS,n,1.0NRT,303.3,4.7,D
18.19654,78.7367,341.7,0.46,0.47,2018-09-30,0824,N,VIIRS,n,1.0NRT,297.5,3.4,D
18.85539,77.82076,335.3,0.41,0.45,2018-09-30,0824,N,VIIRS,n,1.0NRT,300.1,1.8,D
18.51114,74.21796,336.1,0.41,0.37,2018-09-30,0824,N,VIIRS,n,1.0NRT,301.1,3.7,D
20.96271,85.18443,329.9,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,295.5,7.2,D
20.9622,85.17797,330.9,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,295.2,7.2,D
20.96171,85.17159,334.6,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,294.2,8.1,D
20.96419,85.18003,328.2,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,295.3,8.7,D
20.96373,85.17364,329.5,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,294.9,5.8,D
20.96328,85.16724,328,0.64,0.72,2018-09-30,0824,N,VIIRS,n,1.0NRT,292.6,5.8,D
19.95377,74.47713,330.5,0.43,0.38,2018-09-30,0824,N,VIIRS,l,1.0NRT,303.9,3.2,D
19.95143,74.47783,330.4,0.43,0.38,2018-09-30,0824,N,VIIRS,l,1.0NRT,303.2,2.4,D
21.10441,72.64475,338.4,0.39,0.36,2018-09-30,0824,N,VIIRS,l,1.0NRT,311,12.8,D
21.10612,72.63294,337.9,0.39,0.36,2018-09-30,0824,N,VIIRS,l,1.0NRT,309.2,7,D
21.10946,72.63239,338.9,0.39,0.36,2018-09-30,0824,N,VIIRS,l,1.0NRT,309,5,D
22.33339,82.60641,335.3,0.46,0.63,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.3,4.2,D
21.21935,72.99005,335,0.4,0.37,2018-09-30,0824,N,VIIRS,l,1.0NRT,305.7,5.8,D
21.59078,74.25558,332.2,0.43,0.38,2018-09-30,0824,N,VIIRS,l,1.0NRT,306.6,2,D
22.79981,86.20978,336.2,0.78,0.78,2018-09-30,0824,N,VIIRS,n,1.0NRT,300.6,14,D
22.21682,76.98311,332.6,0.4,0.44,2018-09-30,0824,N,VIIRS,l,1.0NRT,305.3,3.7,D
22.33838,76.96764,332,0.4,0.44,2018-09-30,0824,N,VIIRS,l,1.0NRT,305.1,3.8,D
22.64151,77.2265,332.1,0.42,0.45,2018-09-30,0824,N,VIIRS,l,1.0NRT,305.2,3.2,D
22.53563,75.42808,336.7,0.5,0.41,2018-09-30,0824,N,VIIRS,n,1.0NRT,302.2,3.7,D
22.72976,75.29572,335.8,0.5,0.41,2018-09-30,0824,N,VIIRS,n,1.0NRT,304.8,4.9,D
22.95054,75.55412,336.1,0.51,0.41,2018-09-30,0824,N,VIIRS,l,1.0NRT,310.8,5.4,D
22.97031,75.34592,335,0.5,0.41,2018-09-30,0824,N,VIIRS,l,1.0NRT,309.2,2.9,D
22.96442,75.267,332.9,0.5,0.41,2018-09-30,0824,N,VIIRS,l,1.0NRT,307.7,1.3,D
23.24486,77.45998,346.1,0.44,0.46,2018-09-30,0824,N,VIIRS,n,1.0NRT,306,4.5,D
23.33074,77.04205,336.3,0.42,0.45,2018-09-30,0824,N,VIIRS,l,1.0NRT,309.9,2.7,D
23.34794,77.04401,339.7,0.42,0.45,2018-09-30,0824,N,VIIRS,l,1.0NRT,310.5,3.2,D
22.93081,69.70284,350.4,0.4,0.37,2018-09-30,0824,N,VIIRS,n,1.0NRT,317.6,9.3,D
25.84153,79.59585,337.3,0.32,0.55,2018-09-30,0824,N,VIIRS,n,1.0NRT,300.1,1.3,D
26.9924,80.18372,335.7,0.36,0.57,2018-09-30,0824,N,VIIRS,n,1.0NRT,303,2.8,D
26.9904,80.18352,332.4,0.36,0.57,2018-09-30,0824,N,VIIRS,l,1.0NRT,303.2,2.2,D
27.37231,77.69654,342.2,0.51,0.5,2018-09-30,0824,N,VIIRS,n,1.0NRT,301.4,8.5,D
27.37179,77.6913,342.1,0.51,0.5,2018-09-30,0824,N,VIIRS,n,1.0NRT,301.6,7.8,D
28.08486,80.29404,334.2,0.38,0.58,2018-09-30,0824,N,VIIRS,n,1.0NRT,298.4,4.9,D
28.08456,80.29012,353.8,0.38,0.58,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.6,4.9,D
28.1156,80.19718,342.1,0.37,0.58,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.9,2.9,D
27.93448,77.44401,354.4,0.5,0.49,2018-09-30,0824,N,VIIRS,n,1.0NRT,300.7,11.5,D
29.98093,77.05261,337.6,0.5,0.49,2018-09-30,0824,N,VIIRS,n,1.0NRT,299,7.3,D
30.11138,76.13937,335.5,0.45,0.47,2018-09-30,0824,N,VIIRS,n,1.0NRT,298.4,4.2,D
30.28436,76.49236,332.5,0.47,0.48,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.2,3.4,D
30.40673,76.91613,330.4,0.5,0.49,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.2,3.7,D
30.4073,76.91821,331.7,0.5,0.49,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.3,3.3,D
31.54626,75.08655,347,0.41,0.45,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.4,5.2,D
31.6224,75.07243,334.1,0.41,0.45,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.7,2.2,D
31.68249,75.00723,330.9,0.4,0.44,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.9,1.9,D
31.68205,74.96387,331.6,0.4,0.44,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.4,2.1,D
31.72256,75.01071,329.7,0.4,0.45,2018-09-30,0824,N,VIIRS,n,1.0NRT,299.6,2.2,D
31.73814,74.99979,340.7,0.4,0.45,2018-09-30,0824,N,VIIRS,n,1.0NRT,300.7,2.3,D
25.02649,87.37046,305.3,0.37,0.58,2018-09-30,1912,N,VIIRS,n,1.0NRT,295.2,1.3,N
24.20557,82.72436,306.7,0.71,0.75,2018-09-30,1912,N,VIIRS,n,1.0NRT,291.5,1.8,N
24.20124,82.72714,301.3,0.71,0.75,2018-09-30,1912,N,VIIRS,n,1.0NRT,290.2,1.6,N
23.79873,86.34752,309.9,0.42,0.61,2018-09-30,1912,N,VIIRS,n,1.0NRT,297.2,3.2,N
23.78355,86.39269,326,0.42,0.61,2018-09-30,1912,N,VIIRS,n,1.0NRT,295.5,2.2,N
23.89043,85.00991,305.5,0.51,0.66,2018-09-30,1912,N,VIIRS,n,1.0NRT,292,1.6,N
23.79632,86.2359,303.7,0.43,0.62,2018-09-30,1912,N,VIIRS,n,1.0NRT,293.5,1.1,N
